DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1999-0327-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Floyd,USA,United States of America,Northern America,Americas,"North Carolina, Florida, South Carolina, Virginia, Maryland, Pennsylvania, New Jersey, New York, Delaware, Rhode Island, Connecticut, Massachusetts, Vermont",,Flood,No,No,No,,200,Kph,,,,1999,9,13,1999,9,17,70,10,3000000,,3000010,,,1960000,3585264,7000000,12804514,54.66822084,,2006-10-11,2023-09-25
1967-0066-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Carla,TWN,Taiwan (Province of China),Eastern Asia,Asia,Formosa,,,No,No,No,,,Kph,,,,1967,10,17,1967,10,17,69,67,100,,167,,,,,,,10.94786822,,2003-07-01,2023-09-25
1998-0404-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Faith (Norming),PHL,Philippines,South-eastern Asia,Asia,"E and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte",,,No,No,No,270,150,Kph,,,,1998,12,11,1998,12,11,69,30,326490,,326520,,,,,27399,51215,53.49768079,,2006-07-09,2023-09-25
2005-0567-SLV,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Stan,SLV,El Salvador,Latin America and the Caribbean,Americas,"San Salvador, San Marcos districts (San Salvador province), La Libertad, Santa Tecla districts (La Libertad province), Lourdes city (Colon district, La Libertad province), Chaparral village (Chilanga district, Morazan province), Ateos city (Sacacoyo district, La Libertad province), El Chaparral area (Ciudad Barrios district, San Miguel province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2005,10,1,2005,10,13,69,,72141,,72141,,,,,355700,554977,64.09274026,"[{""adm2_code"":15639,""adm2_name"":""Colon""},{""adm2_code"":15644,""adm2_name"":""La Libertad""},{""adm2_code"":15645,""adm2_name"":""Santa Tecla""},{""adm2_code"":15648,""adm2_name"":""Sacacoyo""},{""adm2_code"":15700,""adm2_name"":""Chilanga""},{""adm2_code"":15728,""adm2_name"":""Ciudad Barrios""},{""adm2_code"":15756,""adm2_name"":""San Marcos""},{""adm2_code"":15758,""adm2_name"":""San Salvador""}]",2007-02-15,2023-09-25
2016-0256-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Butchoy (Nepartak),CHN,China,Eastern Asia,Asia,Fujian Sheng province,,Flood,No,No,No,,,Kph,,,,2016,7,9,2016,7,9,69,,,24900,24900,,,,,1511160,1918497,78.767923,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""}]",2016-08-02,2023-09-25
1954-0053-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,USA,United States of America,Northern America,Americas,,,,No,No,No,,,Kph,,,,1954,9,,1954,9,,68,,,,,,,,,,,8.826944322,,2003-07-01,2023-09-25
1975-0049-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Phyllis,JPN,Japan,Eastern Asia,Asia,"Northern, Shikoku",,,No,No,No,,,Kph,,,,1975,8,15,1975,8,15,68,52,123,,175,,,,,505000,2859232,17.66208582,,2003-07-01,2023-09-25
1984-0034-MDG,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kamisy,MDG,Madagascar,Sub-Saharan Africa,Africa,North,,,Yes,No,No,,213,Kph,,,,1984,4,9,1984,4,9,68,215,100000,,100215,,,,,250000,733279,34.09345589,,2003-07-01,2023-09-25
1990-0418-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,VNM,Viet Nam,South-eastern Asia,Asia,Nghe Tinh,,,No,No,No,,,Kph,,,,1990,11,15,1990,11,15,68,,,,,,,,,,,42.88073219,,2003-07-01,2023-09-25
1990-0592-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,CHN,China,Eastern Asia,Asia,Zheijian province,,,No,No,No,,,Kph,,,,1990,8,31,1990,8,31,68,,,200000,200000,,,,,743000,1732713,42.88073219,,2008-04-04,2023-09-25
2011-0454-JPN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Talas,JPN,Japan,Eastern Asia,Asia,"Wakayama, Nara, Ehime, Kooti provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,90,Kph,,,,2011,9,2,2011,9,4,68,,1300,,1300,,,430000,582476,650000,880487,73.82275086,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1669,""adm1_name"":""Kooti""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1694,""adm1_name"":""Wakayama""}]",2012-04-04,2023-09-25
1953-0057-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1953,11,,1953,11,,67,,,,,,,,,,,8.794130403,,2003-07-01,2023-09-25
1983-0147-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Chittagong,,,No,No,No,,,Kph,,,,1983,11,13,1983,11,13,67,,,,,,,,,,,32.68770482,,2003-07-01,2023-09-25
1978-0158-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,(Atang),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1978,4,18,1978,4,18,66,47,64638,17157,81842,,,,,33254,155328,21.40891699,,2003-07-01,2023-09-25
1991-0539-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Mireille (n°19),JPN,Japan,Eastern Asia,Asia,"Hiroshima, Kure districts (Kyushu Isl.)",,,No,No,No,,,Kph,,,,1991,9,27,1991,9,27,66,777,90000,351,91128,,,5400000,12081423,10000000,22373005,44.69672184,,2005-01-27,2023-09-25
1903-0008-JAM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JAM,Jamaica,Latin America and the Caribbean,Americas,North coast,,,No,No,No,,,Kph,,,,1903,8,10,1903,8,10,65,,,,,,,,,,,2.948887011,,2003-07-01,2023-09-25
1974-0061-AUS,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tracy,AUS,Australia,Australia and New Zealand,Oceania,Darwin,,,Yes,No,No,,,Kph,,,,1974,12,25,1974,12,25,65,640,45000,,45640,,,,,800000,4943614,16.18249195,,2003-07-01,2023-09-25
1982-0101-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,(Ruping),PHL,Philippines,South-eastern Asia,Asia,C./S. Luzon,,,No,No,No,,,Kph,,,,1982,9,5,1982,9,5,65,26,44383,5599,50008,,,,,,,31.67031875,,2003-07-01,2023-09-25
1991-0382-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ruth (Trining),PHL,Philippines,South-eastern Asia,Asia,Luzon Isl.,,,Yes,No,Yes,,260,Kph,,,,1991,10,27,1991,10,27,65,38,300000,16000,316038,,,19900,44522,90000,201357,44.69672184,,2007-08-08,2023-09-25
1997-0168-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Victor,CHN,China,Eastern Asia,Asia,"Shenzhen, Guangdong",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,1997,8,2,1997,8,4,65,350,425000,,425350,,,,,579700,1100419,52.67993394,,2006-07-10,2023-09-25
1984-0019-ZAF,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Domoina, Imboa",ZAF,South Africa,Sub-Saharan Africa,Africa,"Natal, Kwazulu, Transvaal",,,No,No,No,,,Kph,,,,1984,1,28,1984,2,4,64,,500000,,500000,,,,,92000,269847,34.09345589,,2005-12-23,2023-09-25
1990-0025-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ofelia (Biring) & Percy,PHL,Philippines,South-eastern Asia,Asia,North and Eastern Luzon,,,No,No,No,,150,Kph,,,,1990,6,22,1990,6,22,64,14,160000,,160014,,,,,,,42.88073219,,2003-07-01,2023-09-25
2008-0197-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000065,Halong (Cosme),PHL,Philippines,South-eastern Asia,Asia,"Pangasinan, La Union districts (Region I (Ilocos region) province), Zambales district (Region III (Central Luzon) province)",,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,95,Kph,,,,2008,5,18,2008,5,18,64,33,1496635,,1496668,,,,,99174,140354,70.66008903,"[{""adm2_code"":24213,""adm2_name"":""La Union""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24225,""adm2_name"":""Zambales""}]",2009-03-18,2023-09-25
2017-0383-DMA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Maria',DMA,Dominica,Latin America and the Caribbean,Americas,All island,,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,,260,Kph,,,,2017,9,18,2017,9,19,64,100,71293,,71393,,,19300,23991,1456000,1809915,80.44577926,"[{""adm1_code"":1098,""adm1_name"":""St. Andrew""},{""adm1_code"":1099,""adm1_name"":""St. David""},{""adm1_code"":1100,""adm1_name"":""St. George""},{""adm1_code"":1101,""adm1_name"":""St. John""},{""adm1_code"":1102,""adm1_name"":""St. Joseph""},{""adm1_code"":1103,""adm1_name"":""St. Luke""},{""adm1_code"":1104,""adm1_name"":""St. Mark""},{""adm1_code"":1105,""adm1_name"":""St. Patrick""},{""adm1_code"":1106,""adm1_name"":""St. Paul""},{""adm1_code"":1107,""adm1_name"":""St. Peter""}]",2017-09-19,2023-09-25
2017-0383-PRI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Maria',PRI,Puerto Rico,Latin America and the Caribbean,Americas,"Humacao town, San Juan, Bayamon, Guajataca (north-west), Tao Baja, Culebra island, Vieques,Naguabo, Fajardo , Juncos, San Lorenzo, Ceiba cities (Humacao), Arecibo, Yabucoa Caguas towns (Guyama), Cataño (Bayamon), Aguada (Aguadilla)",,Broken Dam/Burst bank|Flood,No,No,Yes,,240,Kph,,,"Rio Guajataca, Rio Culebrinas, Rio Gurabo, Rio Grande de Manati, Rio Cibuco, Rio Guanajibo",2017,9,19,2017,9,21,64,,540000,210000,750000,,,30000000,37292199,68000000,84528984,80.44577926,"[{""adm1_code"":2414,""adm1_name"":""Aguadilla""},{""adm1_code"":2415,""adm1_name"":""Arecibo""},{""adm1_code"":2416,""adm1_name"":""Bayamon""},{""adm1_code"":2417,""adm1_name"":""Guayama""},{""adm1_code"":2418,""adm1_name"":""Humacao""},{""adm1_code"":2421,""adm1_name"":""San Juan""}]",2017-09-21,2023-09-25
2022-0052-MWI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:SS-2021-000196|GLIDE:TC-2022-000161,Tropical storm 'Ana',MWI,Malawi,Sub-Saharan Africa,Africa,"Nsanje, Chikwawa districs",,,No,No,Yes,,,Kph,,,,2022,1,22,2022,1,25,64,206,945728,,945934,,,,,,,96.04634213,"[{""adm2_code"":19322,""adm2_name"":""Chikwawa""},{""adm2_code"":19328,""adm2_name"":""Nsanje""}]",2022-01-27,2023-09-25
1982-0091-KOR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cecil,KOR,Republic of Korea,Eastern Asia,Asia,Southwest coast,,,No,No,No,,,Kph,,,,1982,8,14,1982,8,14,63,42,,,42,,,,,30000,94726,31.67031875,,2003-07-01,2023-09-25
1984-0186-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Warren (Reming),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1984,10,23,1984,10,23,63,,1954,740,2694,,,,,190,557,34.09345589,,2003-07-01,2023-09-25
2019-0634-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2019-000176,Tropical cyclone 'Phanfone' (Ursula),PHL,Philippines,South-eastern Asia,Asia,"Salcedo, Eastern Samar; Tacloban City, Leyte; Gigantes Islands, Carles, Iloilo; Ibajay, Aklan; Semirara Island, Caluya, Antique; Bulalacao, Oriental Mindoro; Cabucgayan, Biliran; Cagayan Valley, Cordillera Administrative Region",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,150,Kph,,,,2019,12,24,2019,12,28,63,369,3296877,,3297246,,,,,15722,18738,83.90417006,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""},{""adm2_code"":24246,""adm2_name"":""Aklan""},{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24256,""adm2_name"":""Biliran""},{""adm2_code"":24257,""adm2_name"":""Eastern Samar""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""}]",2020-01-03,2023-09-25
2022-0137-MOZ,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Gombe',MOZ,Mozambique,Sub-Saharan Africa,Africa,"Nampula, Zambezia, Sofala, Beira,Tete and Niassa provinces",,Flood,No,No,No,,185,Kph,,,,2022,3,11,2022,3,14,63,108,736015,,736123,,,,,,,96.04634213,"[{""adm1_code"":2118,""adm1_name"":""Nampula""},{""adm1_code"":2119,""adm1_name"":""Niassa""},{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2121,""adm1_name"":""Tete""},{""adm1_code"":2122,""adm1_name"":""Zambezia""}]",2022-03-16,2024-04-23
2002-0423-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Halong (Anday),PHL,Philippines,South-eastern Asia,Asia,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region) provinces",,,No,No,No,,160,Kph,,,,2002,7,13,2002,7,13,62,,11000,,11000,,,,,5664,9595,59.03314408,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm1_code"":2356,""adm1_name"":""Region I (Ilocos region)""},{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""},{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm1_code"":67166,""adm1_name"":""Region IV-A (Calabarzon)""},{""adm1_code"":67167,""adm1_name"":""Region IV (Southern Tagalog)""}]",2003-07-01,2023-09-25
1965-0036-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dinah,JPN,Japan,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1965,6,10,1965,6,10,61,,30000,,30000,,,,,,,10.34071295,,2003-07-01,2023-09-25
1977-0090-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Thelma & Vera,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Kaohsiung, North Tapei",,,Yes,No,No,,,Kph,,,,1977,7,25,1977,7,25,61,528,11000,,11528,,,,,250000,1256848,19.89103658,,2003-07-01,2023-09-25
1987-0198-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lynn,TWN,Taiwan (Province of China),Eastern Asia,Asia,Countrywide,,,No,No,No,,,Kph,,,,1987,10,24,1987,10,24,61,,2200,,2200,,,,,,,37.29056939,,2003-07-01,2023-09-25
1993-0085-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Tamil Nadu, Karaikal region (Pondicherry)",,,No,No,No,,120,Kph,,,,1993,12,4,1993,12,4,61,,12000,60000,72000,,,,,100000,210927,47.40975397,,2003-07-01,2023-09-25
1954-0015-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Carol,USA,United States of America,Northern America,Americas,East Coast,,,No,No,No,,,Kph,,,,1954,8,,1954,8,,60,,,,,,,,,450000,5098027,8.826944322,,2003-07-01,2023-09-25
1965-0055-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Shirley,JPN,Japan,Eastern Asia,Asia,"Shikoku, Honshu",,,No,No,No,,,Kph,,,,1965,9,10,1965,9,10,60,730,,,730,,,,,,,10.34071295,,2003-07-01,2023-09-25
1971-0112-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Bihar, West Bengal",,,No,No,No,,,Kph,,,,1971,9,27,1971,9,27,60,,,,,,,,,,,13.2889561,,2003-07-01,2023-09-25
1977-0119-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dinah (Openg),PHL,Philippines,South-eastern Asia,Asia,Northern,,,No,No,No,,,Kph,,,,1977,9,15,1977,9,15,60,,5000,,5000,,,,,800,4022,19.89103658,,2003-07-01,2023-09-25
1973-0052-FJI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lottie,FJI,Fiji,Melanesia,Oceania,"Kadavu, South Lau group",,,Yes,No,No,,,Kph,,,,1973,12,9,1973,12,9,59,,5000,,5000,,,,,,,14.57162548,,2003-07-01,2023-09-25
1978-0124-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nina,PHL,Philippines,South-eastern Asia,Asia,Manila,,,No,No,No,,,Kph,,,,1978,10,9,1978,10,9,59,,50000,,50000,,,,,,,21.40891699,,2003-07-01,2023-09-25
2012-0414-PRK,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000159,Typhoon Bolaven,PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,"Hamgyong-bukto, Hamgyong-namdo, Hwanghae-bukto, Hwanghae-namdo, Kangwon-do, Yanggang-do provinces",,Flood,No,No,No,,,Kph,38.19,126.24,,2012,8,28,2012,8,30,59,1,10960,33500,44461,,,,,,,75.3503857,"[{""adm1_code"":1056,""adm1_name"":""Kangwon-do""},{""adm1_code"":1058,""adm1_name"":""Hamgyong-bukto""},{""adm1_code"":1059,""adm1_name"":""Hwanghae-bukto""},{""adm1_code"":1062,""adm1_name"":""Hamgyong-namdo""},{""adm1_code"":1063,""adm1_name"":""Hwanghae-namdo""},{""adm1_code"":1065,""adm1_name"":""Yanggang-do""}]",2012-11-22,2023-09-25
2021-0670-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:FL-2021-000158,Tropical cyclone 'Kompasu' (Maring),PHL,Philippines,South-eastern Asia,Asia,"Sur Province (north-western Luzon), Palawan Province (central-western Philippines) Pangasinan Province (central-western Luzon); Regions I, II, III, MIMAROPA, CALABARZON, VI, VIII, CARAGA, Cordillera Administrative Region (CAR) and National Capital Region (NCR)",,"Slide (land, mud, snow, rock)",No,No,No,,102,Kph,,,,2021,10,11,2021,10,12,59,5,1140534,,1140539,,,,,75610,85022,88.92949348,"[{""adm1_code"":2354,""adm1_name"":""Cordillera Administrative region (CAR)""},{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm1_code"":2356,""adm1_name"":""Region I (Ilocos region)""},{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""},{""adm1_code"":2362,""adm1_name"":""Region VI (Western Visayas)""},{""adm1_code"":2364,""adm1_name"":""Region VIII (Eastern Visayas)""},{""adm1_code"":2368,""adm1_name"":""Region XIII (Caraga)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""},{""adm1_code"":67166,""adm1_name"":""Region IV-A (Calabarzon)""},{""adm2_code"":24230,""adm2_name"":""Marinduque""},{""adm2_code"":24231,""adm2_name"":""Mindoro Occidental""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""},{""adm2_code"":24233,""adm2_name"":""Palawan""},{""adm2_code"":24236,""adm2_name"":""Romblon""}]",2021-10-12,2023-09-25
1960-0029-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lola,PHL,Philippines,South-eastern Asia,Asia,Luzon,,,No,No,No,,,Kph,,,,1960,10,8,1960,10,8,58,,,,,,,,,30000,309080,9.706215691,,2003-07-01,2023-09-25
1989-0125-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dan (Saling),PHL,Philippines,South-eastern Asia,Asia,"Albay, Bataan, Batangas, Bulacan, Camarines norte, Camarnies Sur, Cavite, Esatern Samar, Laguna, Marinduque, Masbate, Northern Leyte, Northern Samar, Nueva Ecija, Pampanga, Quezon, Rizal, Samar, Sorgoson, southern Leyte, Zambales, national capital region",,,Yes,No,No,,,Kph,,,,1989,10,9,1989,10,9,58,105,660000,76500,736605,,,,,59200,145510,40.68459958,,2003-07-01,2023-09-25
2012-0260-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2012-000125,Tropical storm Gener (Saola),PHL,Philippines,South-eastern Asia,Asia,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",,Flood,No,No,No,,150,Kph,,,,2012,7,31,2012,8,7,58,35,949051,,949086,,,,,9821,13034,75.3503857,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm2_code"":24206,""adm2_name"":""Benguet""},{""adm2_code"":24207,""adm2_name"":""Ifugao""},{""adm2_code"":24208,""adm2_name"":""Kalinga""},{""adm2_code"":24209,""adm2_name"":""Mountain Province""},{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24246,""adm2_name"":""Aklan""},{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""},{""adm2_code"":24220,""adm2_name"":""Bataan""},{""adm2_code"":24221,""adm2_name"":""Bulacan""},{""adm2_code"":24222,""adm2_name"":""Nueva Ecija""},{""adm2_code"":24223,""adm2_name"":""Pampanga""},{""adm2_code"":24224,""adm2_name"":""Tarlac""},{""adm2_code"":24227,""adm2_name"":""Batangas""},{""adm2_code"":24228,""adm2_name"":""Cavite""},{""adm2_code"":24229,""adm2_name"":""Laguna""},{""adm2_code"":24235,""adm2_name"":""Rizal""},{""adm2_code"":24231,""adm2_name"":""Mindoro Occidental""}]",2012-08-13,2023-09-25
1917-0006-JAM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JAM,Jamaica,Latin America and the Caribbean,Americas,Northern areas,,,No,No,No,,,Kph,,,,1917,9,22,1917,9,22,57,,,,,,,,,,,4.200181685,,2003-07-01,2023-09-25
1955-0011-BRB,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Janet,BRB,Barbados,Latin America and the Caribbean,Americas,,,,No,No,No,,,Kph,,,,1955,9,22,1955,9,22,57,,,,,,,,,,,8.787284074,,2003-07-01,2023-09-25
1971-0036-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dinah (Herming),PHL,Philippines,South-eastern Asia,Asia,Central,,,No,No,No,,,Kph,,,,1971,5,24,1971,5,24,57,3,,32500,32503,,,,,590,4440,13.2889561,,2003-07-01,2023-09-25
1971-0055-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gloria,PHL,Philippines,South-eastern Asia,Asia,North Luzon,,,No,No,No,,,Kph,,,,1971,10,9,1971,10,9,57,8,,2000,2008,,,,,,,13.2889561,,2003-07-01,2023-09-25
1985-0118-KOR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Brenda,KOR,Republic of Korea,Eastern Asia,Asia,"Cheju, coastal areas, West and North Pusan",,,No,No,No,,,Kph,,,,1985,10,5,1985,10,5,57,20,,,20,,,,,14000,39657,35.30228249,,2003-07-01,2023-09-25
1927-0008-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Gujarat, Ahmedabad, Baroda",,,No,No,No,,,Kph,,,,1927,7,23,1927,7,23,56,10,40000,,40010,,,,,,,5.709621978,,2003-07-01,2023-09-25
